两口	-13.209970
两口子	-13.773518
两回事	-13.964675
两头	-12.434672
两小无猜	-15.832780
两岸	-10.412574
两广	-13.780282
两性	-13.542757
两手	-11.950877
两旁	-12.147892
两晋	-15.588880
两极	-12.756134
两栖	-13.437985
两样	-12.405087
两汉	-14.567143
两江	-14.331064
两湖	-14.946387
两点论	-16.499170
两相情愿	-16.736021
两码事	-14.584247
两翼	-13.358023
两袖清风	-15.516443
两败俱伤	-13.956134
两边	-11.513242
两重性	-14.845321
两院制	-16.369419
两难	-13.051346
两面	-12.598103
两面三刀	-15.975377
两面性	-14.570140
两面派	-15.659335
严	-10.010926
严丝合缝	-15.945178
严令	-14.406550
严冬	-13.756764
严刑	-14.065676
严办	-15.562144
严厉	-11.137930
严命	-16.716908
严守	-13.117997
严实	-13.542425
严密	-11.463121
严寒	-13.040038
严峻	-11.157921
严师	-15.854635
严惩	-12.659192
严打	-13.182652
严整	-14.597758
严明	-13.673841
严格	-9.382627
严正	-13.001297
严禁	-11.562058
严紧	-16.116573
严肃	-10.744224
严词	-14.714436
严谨	-11.701631
严酷	-13.079989
严重	-8.918325
严防	-12.641258
严阵以待	-14.050478
並	-7.834644
丧	-11.689618
丧乱	-15.881015
丧事	-13.624374
丧亡	-16.448137
丧偶	-14.517053
丧命	-13.362415
丧失	-10.873260
丧家	-15.324584
丧家之犬	-15.506804
丧心病狂	-14.413802
丧志	-16.033127
丧服	-15.078556
丧权辱国	-15.357805
丧气	-13.996473
丧生	-12.495356
丧礼	-14.173160
丧胆	-14.979960
丧葬	-13.632705
丧钟	-15.127603
丧魂落魄	-16.803692
丨	-13.901691
个	-6.479361
个人	-7.880044
个体	-10.238409
个体户	-13.074007
个例	-15.584855
个儿	-12.620053
个别	-10.540966
个头	-12.457482
个子	-11.801729
个展	-15.897388
个性	-9.949052
个旧	-14.164415
个案	-11.978289
个股	-11.298114
丫	-11.146334
丫头	-11.646759
丫髻	-16.137981
丫鬟	-13.450440
丬	-15.410840
中	-5.333226
